station,feature,mean_abs_shap,normalized
Incheon,dew_point_depression,0.8412730693817139,0.12248330071678845
Incheon,hour,0.11344105005264282,0.016516199974685793
Incheon,air_ground_diff,0.14568853378295898,0.021211201384873465
Incheon,dpd_ratio,0.19918875396251678,0.029000448176623443
Incheon,ground_air_diff,0.0828203484416008,0.012058046326262548
Incheon,ground_air_diff_1h,0.12264888733625412,0.017856794775597096
Incheon,rel_humid,0.158479705452919,0.02307350386808883
Incheon,weekday,0.05921519920229912,0.00862130658268922
Incheon,is_weekend,0.004820355214178562,0.0007018090067876425
Incheon,month_sin,0.14567625522613525,0.02120941371542041
Incheon,month_cos,0.07152776420116425,0.01041392738114097
Incheon,temp_lag_1,0.08072014153003693,0.01175227132397273
Incheon,temp_lag_2,0.03508016839623451,0.005107419898784371
Incheon,temp_lag_3,0.11416566371917725,0.016621698506437032
Incheon,humidity_lag_1,0.03400316834449768,0.004950616446956502
Incheon,humidity_lag_2,0.04877295717597008,0.007100991340447678
Incheon,humidity_lag_3,0.05636957660317421,0.008207004424186438
Incheon,vis_lag_1,0.8630033731460571,0.12564707646036638
Incheon,vis_lag_2,0.07407303154468536,0.01078449997734952
Incheon,vis_lag_3,0.04668619483709335,0.006797173771123899
Incheon,temp_roll_mean_2h,0.06839044392108917,0.009957156140868497
Incheon,humid_roll_std_2h,0.049098748713731766,0.007148424242252055
